explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
OCEAN,20,20,6,0.9,0.9230769230769231,0.9230769230769231,0.9230769230769231,27.3,14.15,5.0,0.6426691346874873,0.7957894736842105,1.0,0.06101968781575937,2.5,0.0,2.4353432655334473,-1,-1,-1,-1,-1
FACETIndex,20,20,6,0.9,0.9230769230769231,0.9230769230769231,0.9230769230769231,27.3,14.15,5.0,0.6426691346874873,0.7957894736842105,1.0,0.06408851341821897,2.4,21.846909523010254,0.7750098705291748,-1,-1,-1,-1,-1
OCEAN,20,20,6,0.95,1.0,0.9,0.9473684210526316,28.3,14.65,5.0,0.15807305085413856,0.8601754385964911,1.0,0.06540283373623905,2.3,0.0,2.467012643814087,-1,-1,-1,-1,-1
FACETIndex,20,20,6,0.95,1.0,0.9,0.9473684210526316,28.3,14.65,5.0,0.15807305085413856,0.8601754385964911,1.0,0.07263876138144719,1.9,19.627821683883667,0.8198630809783936,-1,-1,-1,-1,-1
OCEAN,20,20,6,0.95,1.0,0.9230769230769231,0.9600000000000001,26.0,13.5,5.0,0.016016659840639536,0.8249122807017543,1.0,0.10636231102298846,2.25,0.0,2.266169309616089,-1,-1,-1,-1,-1
FACETIndex,20,20,6,0.95,1.0,0.9230769230769231,0.9600000000000001,26.0,13.5,5.0,0.016016659840639536,0.8249122807017543,1.0,0.11132425217980577,2.4,19.503894805908203,0.9301533699035645,-1,-1,-1,-1,-1
OCEAN,20,20,6,0.7,0.7272727272727273,0.7272727272727273,0.7272727272727273,25.4,13.2,5.0,0.7139410034732208,0.8264912280701756,1.0,0.05762496442648289,2.0,0.0,2.1122076511383057,-1,-1,-1,-1,-1
FACETIndex,20,20,6,0.7,0.7272727272727273,0.7272727272727273,0.7272727272727273,25.4,13.2,5.0,0.7139410034732208,0.8264912280701756,1.0,0.06441710136654533,1.65,19.289050579071045,0.6048610210418701,-1,-1,-1,-1,-1
OCEAN,20,20,6,0.65,0.7777777777777778,0.5833333333333334,0.6666666666666666,28.2,14.6,5.0,0.45434513608087757,0.8433333333333332,1.0,0.050789619490026625,1.85,0.0,2.3543918132781982,-1,-1,-1,-1,-1
FACETIndex,20,20,6,0.65,0.7777777777777778,0.5833333333333334,0.6666666666666666,28.2,14.6,5.0,0.45434513608087757,0.8433333333333332,1.0,0.053649401551757306,1.5,19.469849109649658,0.7560255527496338,-1,-1,-1,-1,-1
